# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Nov  4 14:52:22 2023
#
# User preference: *
#
# CONSTRAINT:  order by pl_name desc
#
# COLUMN pl_name:        Planet Name
# COLUMN disc_year:      Discovery Year
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,disc_year,pl_radj,pl_bmassj,pl_orbeccen,pl_eqt,sy_dist
Kepler-630 b,2016,,,0.000000,440,839.7840000
Kepler-630 b,2016,,,,,839.7840000
Kepler-630 b,2016,,,0.000000,450,839.7840000
Kepler-63 b,2013,,,,,194.0330000
Kepler-63 b,2013,,,0.000000,789,194.0330000
Kepler-63 b,2013,0.514,,,,194.0330000
Kepler-63 b,2013,,,0.000000,789,194.0330000
Kepler-63 b,2013,,,,,194.0330000
Kepler-63 b,2013,,,0.000000,789,194.0330000
Kepler-63 b,2013,0.545,0.37800,0.450000,,194.0330000
Kepler-63 b,2013,0.569,,,799,194.0330000
Kepler-63 b,2013,0.514,,,,194.0330000
Kepler-63 b,2013,,,0.000000,843,194.0330000
Kepler-63 b,2013,,,,,194.0330000
Kepler-63 b,2013,,,0.000000,791,194.0330000
Kepler-629 b,2016,,,,,372.0500000
Kepler-629 b,2016,,,0.000000,846,372.0500000
Kepler-629 b,2016,0.123,,,,372.0500000
Kepler-629 b,2016,,,0.000000,854,372.0500000
Kepler-629 b,2016,0.119,,,,372.0500000
Kepler-629 b,2016,,,0.000000,846,372.0500000
Kepler-629 b,2016,,,,,372.0500000
Kepler-629 b,2016,,,0.000000,816,372.0500000
Kepler-629 b,2016,,,0.000000,846,372.0500000
Kepler-629 b,2016,,,,,372.0500000
Kepler-628 b,2016,,,0.000000,872,897.9010000
Kepler-628 b,2016,,,0.000000,872,897.9010000
Kepler-628 b,2016,0.749,,,,897.9010000
Kepler-628 b,2016,,,0.000000,872,897.9010000
Kepler-628 b,2016,,,,,897.9010000
Kepler-628 b,2016,,,0.000000,864,897.9010000
Kepler-628 b,2016,,,,,897.9010000
Kepler-628 b,2016,1.128,,,,897.9010000
Kepler-628 b,2016,,,0.000000,871,897.9010000
Kepler-627 b,2016,,,,,984.3070000
Kepler-627 b,2016,,,,,984.3070000
Kepler-627 b,2016,0.283,,,,984.3070000
Kepler-627 b,2016,0.333,,,,984.3070000
Kepler-627 b,2016,,,0.000000,685,984.3070000
Kepler-627 b,2016,,,0.000000,685,984.3070000
Kepler-627 b,2016,,,0.000000,700,984.3070000
Kepler-627 b,2016,,,,,984.3070000
Kepler-627 b,2016,,,0.000000,685,984.3070000
Kepler-627 b,2016,,,0.000000,685,984.3070000
Kepler-626 b,2016,0.204,,,,635.6430000
Kepler-626 b,2016,,,0.000000,772,635.6430000
Kepler-626 b,2016,,,,,635.6430000
Kepler-626 b,2016,,,,,635.6430000
Kepler-626 b,2016,,,0.000000,772,635.6430000
Kepler-626 b,2016,,,,,635.6430000
Kepler-626 b,2016,0.232,,,,635.6430000
Kepler-626 b,2016,,,0.000000,784,635.6430000
Kepler-626 b,2016,,,0.000000,877,635.6430000
Kepler-626 b,2016,,,0.000000,772,635.6430000
Kepler-625 c,2016,0.094,,,,760.7080000
Kepler-625 c,2016,,,,,760.7080000
Kepler-625 c,2016,,,0.000000,1202,760.7080000
Kepler-625 c,2016,,,0.000000,1202,760.7080000
Kepler-625 c,2016,0.138,,,,760.7080000
Kepler-625 c,2016,,,0.000000,1048,760.7080000
Kepler-625 c,2016,,,0.000000,1273,760.7080000
Kepler-625 c,2016,,,0.000000,1202,760.7080000
Kepler-625 c,2016,,,,,760.7080000
Kepler-625 b,2016,0.178,,,,760.7080000
Kepler-625 b,2016,0.262,,,,760.7080000
Kepler-625 b,2016,,,0.000000,852,760.7080000
Kepler-625 b,2016,,,0.000000,977,760.7080000
Kepler-625 b,2016,,,,,760.7080000
Kepler-625 b,2016,,,,,760.7080000
Kepler-625 b,2016,,,0.000000,1033,760.7080000
Kepler-625 b,2016,,,,,760.7080000
Kepler-625 b,2016,,,0.000000,977,760.7080000
Kepler-625 b,2016,,,0.000000,977,760.7080000
Kepler-624 b,2016,,,,,748.1880000
Kepler-624 b,2016,0.206,,,,748.1880000
Kepler-624 b,2016,,,0.000000,793,748.1880000
Kepler-624 b,2016,,,,,748.1880000
Kepler-624 b,2016,,,0.000000,793,748.1880000
Kepler-624 b,2016,,,0.000000,793,748.1880000
Kepler-624 b,2016,,,0.000000,852,748.1880000
Kepler-624 b,2016,,,,,748.1880000
Kepler-624 b,2016,,,0.000000,814,748.1880000
Kepler-624 b,2016,0.223,,,,748.1880000
Kepler-623 b,2016,,,,,737.7020000
Kepler-623 b,2016,,,0.000000,825,737.7020000
Kepler-623 b,2016,0.219,,,,737.7020000
Kepler-623 b,2016,,,0.000000,825,737.7020000
Kepler-623 b,2016,,,0.000000,800,737.7020000
Kepler-623 b,2016,,,,,737.7020000
Kepler-623 b,2016,,,0.000000,825,737.7020000
Kepler-623 b,2016,0.269,,,,737.7020000
Kepler-623 b,2016,,,,,737.7020000
Kepler-623 b,2016,,,0.000000,825,737.7020000
Kepler-622 b,2016,0.190,,,,284.7610000
Kepler-622 b,2016,,,0.000000,443,284.7610000
Kepler-622 b,2016,,,,,284.7610000
Kepler-622 b,2016,0.187,,,,284.7610000
Kepler-622 b,2016,,,,,284.7610000
Kepler-622 b,2016,,,0.000000,446,284.7610000
Kepler-622 b,2016,,,0.000000,369,284.7610000
Kepler-622 b,2016,,,0.000000,369,284.7610000
Kepler-622 b,2016,,,0.000000,369,284.7610000
Kepler-622 b,2016,,,,,284.7610000
Kepler-621 b,2016,,,0.000000,738,
Kepler-621 b,2016,,,0.000000,737,
Kepler-621 b,2016,,,,,
Kepler-621 b,2016,,,0.000000,738,
Kepler-621 b,2016,,,0.000000,827,
Kepler-621 b,2016,,,,,
Kepler-621 b,2016,,,0.000000,738,
Kepler-621 b,2016,0.205,,,,
Kepler-621 b,2016,,,,,
Kepler-620 b,2016,0.296,,,,1355.2800000
Kepler-620 b,2016,,,0.000000,868,1355.2800000
Kepler-620 b,2016,,,0.000000,849,1355.2800000
Kepler-620 b,2016,,,0.000000,849,1355.2800000
Kepler-620 b,2016,,,0.000000,849,1355.2800000
Kepler-620 b,2016,,,,,1355.2800000
Kepler-620 b,2016,0.297,,,,1355.2800000
Kepler-620 b,2016,,,,,1355.2800000
Kepler-620 b,2016,,,0.000000,849,1355.2800000
Kepler-620 b,2016,,,,,1355.2800000
Kepler-62 f,2013,0.130,,,,300.8740000
Kepler-62 f,2013,,,,,300.8740000
Kepler-62 f,2013,,,0.000000,205,300.8740000
Kepler-62 f,2013,,,0.000000,207,300.8740000
Kepler-62 f,2013,,,,,300.8740000
Kepler-62 f,2013,0.137,,,,300.8740000
Kepler-62 f,2013,0.126,0.11000,,208,300.8740000
Kepler-62 f,2013,,,0.000000,205,300.8740000
Kepler-62 f,2013,,,0.000000,205,300.8740000
Kepler-62 f,2013,0.130,,,,300.8740000
Kepler-62 e,2013,0.144,0.11300,,270,300.8740000
Kepler-62 e,2013,0.149,,,,300.8740000
Kepler-62 e,2013,,,,,300.8740000
Kepler-62 e,2013,,,,,300.8740000
Kepler-62 e,2013,,,0.000000,255,300.8740000
Kepler-62 e,2013,,,0.000000,265,300.8740000
Kepler-62 e,2013,,,0.000000,265,300.8740000
Kepler-62 e,2013,,,,,300.8740000
Kepler-62 e,2013,0.164,,,,300.8740000
Kepler-62 e,2013,0.156,,,,300.8740000
Kepler-62 e,2013,,,0.000000,269,300.8740000
Kepler-62 e,2013,,,0.000000,265,300.8740000
Kepler-62 d,2013,0.189,,,,300.8740000
Kepler-62 d,2013,,,0.000000,501,300.8740000
Kepler-62 d,2013,,,0.000000,501,300.8740000
Kepler-62 d,2013,0.174,0.04400,,510,300.8740000
Kepler-62 d,2013,0.182,,,,300.8740000
Kepler-62 d,2013,,,,,300.8740000
Kepler-62 d,2013,,,0.000000,501,300.8740000
Kepler-62 d,2013,,,0.000000,481,300.8740000
Kepler-62 d,2013,,,0.000000,508,300.8740000
Kepler-62 d,2013,,,,,300.8740000
Kepler-62 d,2013,,,,,300.8740000
Kepler-62 c,2013,,,0.000000,569,300.8740000
Kepler-62 c,2013,,,0.000000,569,300.8740000
Kepler-62 c,2013,,,0.000000,576,300.8740000
Kepler-62 c,2013,0.055,,,,300.8740000
Kepler-62 c,2013,,,,,300.8740000
Kepler-62 c,2013,0.048,0.01300,,578,300.8740000
Kepler-62 c,2013,,,0.000000,569,300.8740000
Kepler-62 c,2013,,,,,300.8740000
Kepler-62 c,2013,0.052,,,,300.8740000
Kepler-62 b,2013,0.127,,,,300.8740000
Kepler-62 b,2013,,,,,300.8740000
Kepler-62 b,2013,0.117,0.03000,,750,300.8740000
Kepler-62 b,2013,,,0.000000,707,300.8740000
Kepler-62 b,2013,0.123,,,,300.8740000
Kepler-62 b,2013,,,0.000000,737,300.8740000
Kepler-62 b,2013,,,0.000000,747,300.8740000
Kepler-62 b,2013,,,0.000000,737,300.8740000
Kepler-62 b,2013,,,0.000000,737,300.8740000
Kepler-62 b,2013,,,,,300.8740000
Kepler-62 b,2013,,,,,300.8740000
Kepler-619 c,2016,,,0.000000,1768,900.6780000
Kepler-619 c,2016,,,0.000000,1767,900.6780000
Kepler-619 c,2016,0.151,,,,900.6780000
Kepler-619 c,2016,,,0.000000,1760,900.6780000
Kepler-619 c,2016,,,,,900.6780000
Kepler-619 c,2016,0.137,,,,900.6780000
Kepler-619 c,2016,,,,,900.6780000
Kepler-619 c,2016,,,0.000000,1768,900.6780000
Kepler-619 c,2016,,,0.000000,1768,900.6780000
Kepler-619 b,2016,,,,,900.6780000
Kepler-619 b,2016,,,0.000000,1073,900.6780000
Kepler-619 b,2016,,,0.000000,1073,900.6780000
Kepler-619 b,2016,,,0.000000,1073,900.6780000
Kepler-619 b,2016,0.282,,,,900.6780000
Kepler-619 b,2016,,,0.000000,1073,900.6780000
Kepler-619 b,2016,,,,,900.6780000
Kepler-619 b,2016,0.238,,,,900.6780000
Kepler-619 b,2016,,,0.000000,1072,900.6780000
Kepler-619 b,2016,,,,,900.6780000
Kepler-618 d,2023,,,0.000000,830,900.6780000
Kepler-618 d,2023,,,0.000000,830,900.6780000
Kepler-618 d,2023,0.391,,,,900.6780000
Kepler-618 d,2023,,,,,900.6780000
Kepler-618 d,2023,,,0.000000,830,900.6780000
Kepler-618 d,2023,,,0.000000,830,900.6780000
Kepler-618 d,2023,,,0.000000,832,900.6780000
Kepler-618 d,2023,,,,,900.6780000
Kepler-618 b,2016,,,0.000000,1252,1221.9600000
Kepler-618 b,2016,,,,,1221.9600000
Kepler-618 b,2016,,,0.000000,1252,1221.9600000
Kepler-618 b,2016,,,0.000000,1252,1221.9600000
Kepler-618 b,2016,0.232,,,,1221.9600000
Kepler-618 b,2016,,,,,1221.9600000
Kepler-618 b,2016,,,0.000000,1296,1221.9600000
Kepler-618 b,2016,,,0.000000,1244,1221.9600000
Kepler-618 b,2016,0.216,,,,1221.9600000
Kepler-618 b,2016,,,,,1221.9600000
Kepler-617 b,2016,,,,,173.3540000
Kepler-617 b,2016,,,0.000000,753,173.3540000
Kepler-617 b,2016,0.127,,,,173.3540000
Kepler-617 b,2016,,,,,173.3540000
Kepler-617 b,2016,,,,,173.3540000
Kepler-617 b,2016,,,0.000000,753,173.3540000
Kepler-617 b,2016,,,0.000000,750,173.3540000
Kepler-617 b,2016,0.118,,,,173.3540000
Kepler-617 b,2016,,,0.000000,820,173.3540000
Kepler-617 b,2016,,,0.000000,753,173.3540000
Kepler-616 d,2021,0.237,,,,945.7750000
Kepler-616 d,2021,,,0.000000,499,945.7750000
Kepler-616 d,2021,,,,,945.7750000
Kepler-616 d,2021,,,,,945.7750000
Kepler-616 d,2021,,,0.000000,499,945.7750000
Kepler-616 d,2021,,,0.000000,612,945.7750000
Kepler-616 d,2021,,,0.000000,499,945.7750000
Kepler-616 d,2021,,,0.000000,499,945.7750000
Kepler-616 c,2016,,,,,945.7750000
Kepler-616 c,2016,,,0.000000,413,945.7750000
Kepler-616 c,2016,,,0.000000,413,945.7750000
Kepler-616 c,2016,,,0.000000,401,945.7750000
Kepler-616 c,2016,,,,,945.7750000
Kepler-616 c,2016,,,0.000000,413,945.7750000
Kepler-616 c,2016,,,,,945.7750000
Kepler-616 c,2016,0.304,,,,945.7750000
Kepler-616 c,2016,,,0.000000,413,945.7750000
Kepler-616 b,2016,,,,,945.7750000
Kepler-616 b,2016,,,0.000000,860,945.7750000
Kepler-616 b,2016,,,0.000000,834,945.7750000
Kepler-616 b,2016,,,0.000000,860,945.7750000
Kepler-616 b,2016,,,,,945.7750000
Kepler-616 b,2016,,,0.000000,860,945.7750000
Kepler-616 b,2016,,,0.000000,860,945.7750000
Kepler-616 b,2016,,,,,945.7750000
Kepler-616 b,2016,0.217,,,,945.7750000
Kepler-615 b,2016,,,0.000000,534,
Kepler-615 b,2016,,,,,
Kepler-615 b,2016,,,,,
Kepler-615 b,2016,,,0.000000,534,
Kepler-615 b,2016,,,0.000000,580,
Kepler-615 b,2016,,,0.000000,534,
Kepler-615 b,2016,,,,,
Kepler-615 b,2016,,,0.000000,620,
Kepler-615 b,2016,0.155,,,,
Kepler-614 b,2016,,,,,527.9950000
Kepler-614 b,2016,,,0.000000,641,527.9950000
Kepler-614 b,2016,,,,,527.9950000
Kepler-614 b,2016,,,0.000000,641,527.9950000
Kepler-614 b,2016,,,0.000000,641,527.9950000
Kepler-614 b,2016,0.207,,,,527.9950000
Kepler-614 b,2016,0.213,,,,527.9950000
Kepler-614 b,2016,,,0.000000,641,527.9950000
Kepler-614 b,2016,,,,,527.9950000
Kepler-614 b,2016,,,0.000000,661,527.9950000
Kepler-613 b,2016,,,,,861.4940000
Kepler-613 b,2016,0.195,,,,861.4940000
Kepler-613 b,2016,,,0.000000,713,861.4940000
Kepler-613 b,2016,,,0.000000,713,861.4940000
Kepler-613 b,2016,,,0.000000,713,861.4940000
Kepler-613 b,2016,0.204,,,,861.4940000
Kepler-613 b,2016,,,0.000000,713,861.4940000
Kepler-613 b,2016,,,0.000000,710,861.4940000
Kepler-613 b,2016,,,,,861.4940000
Kepler-613 b,2016,,,,,861.4940000
Kepler-612 b,2016,,,0.000000,1051,1445.5300000
Kepler-612 b,2016,,,,,1445.5300000
Kepler-612 b,2016,0.253,,,,1445.5300000
Kepler-612 b,2016,,,0.000000,1046,1445.5300000
Kepler-612 b,2016,,,0.000000,1051,1445.5300000
Kepler-612 b,2016,,,,,1445.5300000
Kepler-612 b,2016,,,,,1445.5300000
Kepler-612 b,2016,,,0.000000,1051,1445.5300000
Kepler-612 b,2016,,,0.000000,1050,1445.5300000
Kepler-612 b,2016,0.390,,,,1445.5300000
Kepler-611 b,2016,,,,,1395.5600000
Kepler-611 b,2016,,,,,1395.5600000
Kepler-611 b,2016,0.221,,,,1395.5600000
Kepler-611 b,2016,0.147,,,,1395.5600000
Kepler-611 b,2016,,,0.000000,1371,1395.5600000
Kepler-611 b,2016,,,0.000000,1371,1395.5600000
Kepler-611 b,2016,,,,,1395.5600000
Kepler-611 b,2016,,,0.000000,1513,1395.5600000
Kepler-611 b,2016,,,0.000000,1371,1395.5600000
Kepler-611 b,2016,,,0.000000,1309,1395.5600000
Kepler-610 c,2016,,,0.000000,318,845.8240000
Kepler-610 c,2016,0.209,,,,845.8240000
Kepler-610 c,2016,,,0.000000,308,845.8240000
Kepler-610 c,2016,,,,,845.8240000
Kepler-610 c,2016,,,0.000000,318,845.8240000
Kepler-610 c,2016,0.294,,,,845.8240000
Kepler-610 c,2016,,,0.000000,318,845.8240000
Kepler-610 c,2016,,,,,845.8240000
Kepler-610 c,2016,,,,,845.8240000
Kepler-610 c,2016,,,0.000000,318,845.8240000
Kepler-610 b,2016,0.278,,,,845.8240000
Kepler-610 b,2016,,,,,845.8240000
Kepler-610 b,2016,,,0.000000,860,845.8240000
Kepler-610 b,2016,,,0.000000,888,845.8240000
Kepler-610 b,2016,,,,,845.8240000
Kepler-610 b,2016,0.374,,,,845.8240000
Kepler-610 b,2016,,,0.000000,888,845.8240000
Kepler-610 b,2016,,,0.000000,888,845.8240000
Kepler-610 b,2016,,,,,845.8240000
Kepler-610 b,2016,,,0.000000,888,845.8240000
Kepler-61 b,2013,,,0.000000,274,335.0790000
Kepler-61 b,2013,0.221,,,,335.0790000
Kepler-61 b,2013,,,,,335.0790000
Kepler-61 b,2013,,,,,335.0790000
Kepler-61 b,2013,,,0.000000,272,335.0790000
Kepler-61 b,2013,0.182,,,258,335.0790000
Kepler-61 b,2013,0.200,,,,335.0790000
Kepler-61 b,2013,,,0.000000,273,335.0790000
Kepler-61 b,2013,,,,,335.0790000
Kepler-61 b,2013,0.192,,0.250000,273,335.0790000
Kepler-61 b,2013,,,0.000000,272,335.0790000
Kepler-61 b,2013,,,0.000000,272,335.0790000
Kepler-61 b,2013,,,,,335.0790000
Kepler-61 b,2013,0.241,,,,335.0790000
Kepler-609 b,2016,,,,,1065.8200000
Kepler-609 b,2016,0.271,,,,1065.8200000
Kepler-609 b,2016,,,0.000000,932,1065.8200000
Kepler-609 b,2016,,,,,1065.8200000
Kepler-609 b,2016,,,0.000000,932,1065.8200000
Kepler-609 b,2016,,,0.000000,932,1065.8200000
Kepler-609 b,2016,,,0.000000,916,1065.8200000
Kepler-609 b,2016,0.299,,,,1065.8200000
Kepler-609 b,2016,,,0.000000,932,1065.8200000
Kepler-609 b,2016,,,,,1065.8200000
Kepler-608 b,2016,,,,,946.6830000
Kepler-608 b,2016,,,0.000000,1064,946.6830000
Kepler-608 b,2016,,,0.000000,1069,946.6830000
Kepler-608 b,2016,,,,,946.6830000
Kepler-608 b,2016,,,,,946.6830000
Kepler-608 b,2016,0.324,,,,946.6830000
Kepler-608 b,2016,,,0.000000,1069,946.6830000
Kepler-608 b,2016,0.325,,,,946.6830000
Kepler-608 b,2016,,,0.000000,1069,946.6830000
Kepler-608 b,2016,,,0.000000,1069,946.6830000
Kepler-607 c,2021,,,0.000000,473,519.1220000
Kepler-607 c,2021,0.246,,,,519.1220000
Kepler-607 c,2021,,,0.000000,473,519.1220000
Kepler-607 c,2021,,,,,519.1220000
Kepler-607 c,2021,,,0.000000,473,519.1220000
Kepler-607 c,2021,,,0.000000,473,519.1220000
Kepler-607 c,2021,,,0.000000,502,519.1220000
Kepler-607 c,2021,,,,,519.1220000
Kepler-607 b,2016,0.078,,,,519.1220000
Kepler-607 b,2016,,,0.000000,1876,519.1220000
Kepler-607 b,2016,0.077,,,,519.1220000
Kepler-607 b,2016,,,0.000000,1874,519.1220000
Kepler-607 b,2016,,,,,519.1220000
Kepler-607 b,2016,,,,,519.1220000
Kepler-607 b,2016,,,0.000000,2020,519.1220000
Kepler-607 b,2016,,,0.000000,1876,519.1220000
Kepler-607 b,2016,,,0.000000,1876,519.1220000
Kepler-606 b,2016,,,,,1215.1100000
Kepler-606 b,2016,,,,,1215.1100000
Kepler-606 b,2016,0.295,,,,1215.1100000
Kepler-606 b,2016,,,0.000000,679,1215.1100000
Kepler-606 b,2016,,,,,1215.1100000
Kepler-606 b,2016,,,0.000000,676,1215.1100000
Kepler-606 b,2016,,,0.000000,679,1215.1100000
Kepler-606 b,2016,,,0.000000,679,1215.1100000
Kepler-606 b,2016,0.294,,,,1215.1100000
Kepler-606 b,2016,,,0.000000,683,1215.1100000
Kepler-605 c,2016,,,0.000000,1183,556.5800000
Kepler-605 c,2016,,,0.000000,1183,556.5800000
Kepler-605 c,2016,,,0.000000,1145,556.5800000
Kepler-605 c,2016,,,,,556.5800000
Kepler-605 c,2016,0.077,,,,556.5800000
Kepler-605 c,2016,,,0.000000,1278,556.5800000
Kepler-605 c,2016,,,0.000000,1183,556.5800000
Kepler-605 c,2016,,,,,556.5800000
Kepler-605 c,2016,0.075,,,,556.5800000
Kepler-605 b,2016,,,0.000000,1049,556.5800000
Kepler-605 b,2016,,,0.000000,1049,556.5800000
Kepler-605 b,2016,0.130,,,,556.5800000
Kepler-605 b,2016,0.128,,,,556.5800000
Kepler-605 b,2016,,,0.000000,1049,556.5800000
Kepler-605 b,2016,,,,,556.5800000
Kepler-605 b,2016,,,0.000000,1133,556.5800000
Kepler-605 b,2016,,,0.000000,1015,556.5800000
Kepler-605 b,2016,,,,,556.5800000
Kepler-605 b,2016,,,,,556.5800000
Kepler-604 b,2016,0.234,,,,1026.4900000
Kepler-604 b,2016,,,,,1026.4900000
Kepler-604 b,2016,0.231,,,,1026.4900000
Kepler-604 b,2016,,,0.000000,637,1026.4900000
Kepler-604 b,2016,,,0.000000,637,1026.4900000
Kepler-604 b,2016,,,,,1026.4900000
Kepler-604 b,2016,,,0.000000,637,1026.4900000
Kepler-604 b,2016,,,,,1026.4900000
Kepler-604 b,2016,,,0.000000,641,1026.4900000
Kepler-604 b,2016,,,0.000000,637,1026.4900000
Kepler-603 d,2016,,,0.000000,976,1539.6300000
Kepler-603 d,2016,0.208,,,,1539.6300000
Kepler-603 d,2016,,,0.000000,976,1539.6300000
Kepler-603 d,2016,,,0.000000,1098,1539.6300000
Kepler-603 d,2016,,,,,1539.6300000
Kepler-603 d,2016,,,0.000000,976,1539.6300000
Kepler-603 d,2016,0.118,,,,1539.6300000
Kepler-603 d,2016,,,,,1539.6300000
Kepler-603 d,2016,,,0.000000,975,1539.6300000
Kepler-603 c,2016,0.921,,,,1539.6300000
Kepler-603 c,2016,,,,,1539.6300000
Kepler-603 c,2016,,,0.000000,356,1539.6300000
Kepler-603 c,2016,0.580,,,,1539.6300000
Kepler-603 c,2016,,,,,1539.6300000
Kepler-603 c,2016,,,,,1539.6300000
Kepler-603 c,2016,,,0.000000,401,1539.6300000
Kepler-603 c,2016,,,0.000000,356,1539.6300000
Kepler-603 c,2016,,,0.000000,356,1539.6300000
Kepler-603 c,2016,,,0.000000,357,1539.6300000
Kepler-603 b,2016,,,0.000000,650,1539.6300000
Kepler-603 b,2016,0.315,,,,1539.6300000
Kepler-603 b,2016,,,0.000000,651,1539.6300000
Kepler-603 b,2016,,,,,1539.6300000
Kepler-603 b,2016,,,0.000000,731,1539.6300000
Kepler-603 b,2016,,,,,1539.6300000
Kepler-603 b,2016,,,,,1539.6300000
Kepler-603 b,2016,,,0.000000,650,1539.6300000
Kepler-603 b,2016,0.236,,,,1539.6300000
Kepler-603 b,2016,,,0.000000,650,1539.6300000
Kepler-602 b,2016,,,0.000000,852,1159.3100000
Kepler-602 b,2016,,,,,1159.3100000
Kepler-602 b,2016,,,0.000000,773,1159.3100000
Kepler-602 b,2016,,,,,1159.3100000
Kepler-602 b,2016,,,0.000000,773,1159.3100000
Kepler-602 b,2016,,,0.000000,772,1159.3100000
Kepler-602 b,2016,,,,,1159.3100000
Kepler-602 b,2016,0.244,,,,1159.3100000
Kepler-602 b,2016,0.186,,,,1159.3100000
Kepler-602 b,2016,,,0.000000,773,1159.3100000
Kepler-601 b,2016,,,0.000000,833,414.8250000
Kepler-601 b,2016,,,,,414.8250000
Kepler-601 b,2016,0.170,,,,414.8250000
Kepler-601 b,2016,0.166,,,,414.8250000
Kepler-601 b,2016,,,0.000000,836,414.8250000
Kepler-601 b,2016,,,0.000000,847,414.8250000
Kepler-601 b,2016,,,0.000000,836,414.8250000
Kepler-601 b,2016,,,,,414.8250000
Kepler-601 b,2016,,,,,414.8250000
Kepler-601 b,2016,,,0.000000,836,414.8250000
Kepler-600 b,2016,,,0.000000,513,619.7230000
Kepler-600 b,2016,0.258,,,,619.7230000
Kepler-600 b,2016,,,0.000000,527,619.7230000
Kepler-600 b,2016,,,0.000000,527,619.7230000
Kepler-600 b,2016,,,0.000000,527,619.7230000
Kepler-600 b,2016,,,,,619.7230000
Kepler-600 b,2016,,,,,619.7230000
Kepler-600 b,2016,0.259,,,,619.7230000
Kepler-600 b,2016,,,,,619.7230000
Kepler-600 b,2016,,,0.000000,528,619.7230000
Kepler-60 d,2012,,,,,1025.1000000
Kepler-60 d,2012,,0.01196,0.015100,,1025.1000000
Kepler-60 d,2012,,,0.000000,1013,1025.1000000
Kepler-60 d,2012,0.143,0.01227,,,1025.1000000
Kepler-60 d,2012,,,0.000000,929,1025.1000000
Kepler-60 d,2012,0.178,0.01309,,,1025.1000000
Kepler-60 d,2012,0.227,,,,1025.1000000
Kepler-60 d,2012,0.136,,,,1025.1000000
Kepler-60 d,2012,,,0.000000,1014,1025.1000000
Kepler-60 d,2012,0.170,,,,1025.1000000
Kepler-60 d,2012,,,0.000000,1013,1025.1000000
Kepler-60 d,2012,,,0.000000,1013,1025.1000000
Kepler-60 c,2012,0.170,0.01211,,,1025.1000000
Kepler-60 c,2012,0.184,,,,1025.1000000
Kepler-60 c,2012,0.160,,,,1025.1000000
Kepler-60 c,2012,0.161,0.00629,,,1025.1000000
Kepler-60 c,2012,0.212,0.05400,,,1025.1000000
Kepler-60 c,2012,0.220,,,,1025.1000000
Kepler-60 c,2012,,,0.000000,1119,1025.1000000
Kepler-60 c,2012,,,0.000000,1115,1025.1000000
Kepler-60 c,2012,,,,,1025.1000000
Kepler-60 c,2012,,,0.000000,1115,1025.1000000
Kepler-60 c,2012,,,0.000000,1023,1025.1000000
Kepler-60 c,2012,,,0.000000,1115,1025.1000000
Kepler-60 c,2012,,0.01510,0.029100,,1025.1000000
Kepler-60 c,2012,,,,,1025.1000000
Kepler-60 b,2012,0.143,0.01164,,,1025.1000000
Kepler-60 b,2012,0.153,0.01318,,,1025.1000000
Kepler-60 b,2012,,,0.000000,1102,1025.1000000
Kepler-60 b,2012,0.203,,,,1025.1000000
Kepler-60 b,2012,,0.01290,0.010800,,1025.1000000
Kepler-60 b,2012,,,0.000000,1205,1025.1000000
Kepler-60 b,2012,,,0.000000,1202,1025.1000000
Kepler-60 b,2012,,,0.000000,1202,1025.1000000
Kepler-60 b,2012,0.165,,,,1025.1000000
Kepler-60 b,2012,0.149,,,,1025.1000000
Kepler-60 b,2012,0.196,0.07300,,,1025.1000000
Kepler-60 b,2012,,,,,1025.1000000
Kepler-60 b,2012,,,0.000000,1202,1025.1000000
Kepler-6 b,2009,,,0.000000,1260,587.0390000
Kepler-6 b,2009,1.169,0.64700,0.060000,,587.0390000
Kepler-6 b,2009,1.194,,,,587.0390000
Kepler-6 b,2009,1.169,0.63300,,1451,587.0390000
Kepler-6 b,2009,,,,,587.0390000
Kepler-6 b,2009,,,,,587.0390000
Kepler-6 b,2009,,,0.000000,1355,587.0390000
Kepler-6 b,2009,,,0.000000,1356,587.0390000
Kepler-6 b,2009,,,0.000000,1355,587.0390000
Kepler-6 b,2009,1.323,0.66900,0.000000,1500,587.0390000
Kepler-6 b,2009,,,,,587.0390000
Kepler-6 b,2009,,,,,587.0390000
Kepler-6 b,2009,1.213,,,1375,587.0390000
Kepler-6 b,2009,,,0.000000,1355,587.0390000
Kepler-6 b,2009,1.151,,,,587.0390000
Kepler-6 b,2009,1.304,0.66800,,1460,587.0390000
Kepler-599 b,2016,,,0.000000,623,558.5170000
Kepler-599 b,2016,,,0.000000,623,558.5170000
Kepler-599 b,2016,,,,,558.5170000
Kepler-599 b,2016,0.189,,,,558.5170000
Kepler-599 b,2016,,,,,558.5170000
Kepler-599 b,2016,,,0.000000,623,558.5170000
Kepler-599 b,2016,,,0.000000,623,558.5170000
Kepler-599 b,2016,,,0.000000,598,558.5170000
Kepler-599 b,2016,,,,,558.5170000
Kepler-599 b,2016,0.253,,,,558.5170000
Kepler-598 c,2020,,,,,681.0860000
Kepler-598 c,2020,,,0.000000,365,681.0860000
